Draw number,Draw date,draw_date_iso,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Supplementary Number 3,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
220,05/05/1998,1998-05-05,6,7,13,28,30,40,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,12/05/1998,1998-05-12,1,17,21,28,34,44,,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,19/05/1998,1998-05-19,11,17,19,30,32,34,,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,26/05/1998,1998-05-26,2,12,25,26,28,37,,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,02/06/1998,1998-06-02,1,7,22,29,34,44,,35,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,09/06/1998,1998-06-09,7,9,13,15,40,42,,16,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,16/06/1998,1998-06-16,3,7,8,23,25,26,,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,23/06/1998,1998-06-23,8,27,33,36,42,45,,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,30/06/1998,1998-06-30,13,25,31,37,38,44,,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,07/07/1998,1998-07-07,1,12,15,16,28,40,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,14/07/1998,1998-07-14,2,9,26,28,38,43,,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,21/07/1998,1998-07-21,12,24,29,36,38,43,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,28/07/1998,1998-07-28,5,17,20,23,24,37,,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,04/08/1998,1998-08-04,1,10,13,30,32,41,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,11/08/1998,1998-08-11,2,11,26,27,28,31,,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,18/08/1998,1998-08-18,8,10,18,29,30,39,,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,25/08/1998,1998-08-25,1,27,29,32,33,37,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,01/09/1998,1998-09-01,1,12,19,23,28,29,,11,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,08/09/1998,1998-09-08,1,3,4,26,27,31,,14,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,15/09/1998,1998-09-15,3,16,21,31,34,44,,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,22/09/1998,1998-09-22,1,16,17,24,27,35,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,29/09/1998,1998-09-29,2,14,15,20,35,39,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,06/10/1998,1998-10-06,5,8,21,27,32,33,,29,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,13/10/1998,1998-10-13,8,9,20,21,26,44,,38,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,20/10/1998,1998-10-20,1,9,11,29,33,42,,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,27/10/1998,1998-10-27,6,18,26,37,41,42,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,03/11/1998,1998-11-03,7,14,15,24,30,44,,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,10/11/1998,1998-11-10,16,1,7,34,12,23,,10,8,,3.0,0.0,10000000.0,3333333.0,18.0,2.0,456144.0,25341.0,360.0,37.0,836262.0,2322.0,18339.0,2235.0,1444196.0,78.0,49675.0,5889.0,49675.0,36.0,,,,,,,,
248,17/11/1998,1998-11-17,9,19,22,30,36,42,,16,17,,1.0,1.0,1313246.62,1313246.62,13.0,2.0,197035.8,15156.6,155.0,16.0,361235.25,2330.55,8535.0,1186.0,623908.5,73.1,19092.0,2949.0,788499.6,41.3,,,,,,,,
249,24/11/1998,1998-11-24,38,44,3,19,11,35,,43,23,,0.0,0.0,1246631.2,0.0,20.0,2.0,186954.0,9347.7,200.0,28.0,342750.0,1713.75,10281.0,1456.0,592185.6,57.6,20994.0,3083.0,747386.4,35.6,,,,,,,,
250,01/12/1998,1998-12-01,20,29,9,25,26,35,,4,22,,0.0,0.0,2697560.31,0.0,3.0,0.0,217635.9,72545.3,163.0,18.0,398999.55,2447.85,8780.0,1173.0,689230.0,78.5,22877.0,3075.0,870469.85,38.05,,,,,,,,
251,08/12/1998,1998-12-08,40,37,27,3,22,32,,41,5,,1.0,0.0,5000000.0,5000000.0,10.0,1.0,255128.5,25512.85,186.0,20.0,467734.2,2514.7,9657.0,1276.0,807808.05,83.65,22776.0,3325.0,22776.0,44.8,,,,,,,,
252,15/12/1998,1998-12-15,12,37,26,23,17,40,,3,15,,0.0,0.0,1220896.72,0.0,5.0,0.0,183112.25,36622.45,149.0,15.0,335704.45,2253.05,7047.0,1042.0,579968.1,82.3,17289.0,2536.0,17289.0,42.35,,,,,,,,
253,22/12/1998,1998-12-22,36,28,17,27,2,30,,7,39,,2.0,0.0,3000000.0,1500000.0,9.0,1.0,223341.3,24815.7,149.0,22.0,409459.45,2748.05,8866.0,1261.0,707063.5,79.75,24127.0,3451.0,24127.0,37.05,,,,,,,,
254,29/12/1998,1998-12-29,40,3,4,9,37,34,,29,11,,1.0,0.0,1198564.94,1198564.94,5.0,0.0,179770.0,35954.0,113.0,19.0,329575.8,2916.6,6145.0,952.0,569334.25,92.65,17492.0,2650.0,17492.0,41.1,,,,,,,,
255,05/01/1999,1999-01-05,38,1,32,26,23,37,,29,21,,0.0,0.0,1174132.95,0.0,5.0,0.0,176158.75,35231.75,91.0,11.0,322959.0,3549.0,5536.0,912.0,557752.0,100.75,14826.0,2263.0,14826.0,47.55,,,,,,,,
256,12/01/1999,1999-01-12,15,3,1,35,39,17,,20,40,,1.0,0.0,3000000.0,3000000.0,2.0,0.0,206077.8,103038.9,147.0,13.0,377812.05,2570.15,7396.0,1094.0,652697.0,88.25,18349.0,2550.0,18349.0,44.9,,,,,,,,
257,19/01/1999,1999-01-19,43,2,27,16,14,19,,21,11,,0.0,0.0,1208917.58,0.0,4.0,1.0,181267.2,45316.8,137.0,25.0,332320.9,2425.7,7095.0,1058.0,573985.5,80.9,21728.0,2922.0,21728.0,33.35,,,,,,,,
258,26/01/1999,1999-01-26,31,5,27,16,8,23,,32,44,,1.0,0.0,3000000.0,3000000.0,10.0,0.0,180869.5,18086.95,185.0,21.0,331594.0,1792.4,8598.0,1202.0,572626.8,66.6,17272.0,2639.0,17272.0,41.9,,,,,,,,
259,02/02/1999,1999-02-02,28,11,4,26,34,38,,35,30,,0.0,0.0,1221361.91,0.0,5.0,1.0,183142.25,36628.45,157.0,29.0,335760.2,2138.6,8166.0,1103.0,579786.0,71.0,18972.0,2764.0,18972.0,38.6,,,,,,,,
260,09/02/1999,1999-02-09,40,22,10,16,8,2,,32,4,,1.0,0.0,3000000.0,3000000.0,18.0,1.0,204211.8,11345.1,192.0,30.0,374390.4,1949.95,8995.0,1202.0,646740.5,71.9,24816.0,3307.0,24816.0,32.9,,,,,,,,
261,16/02/1999,1999-02-16,25,39,21,31,13,10,,16,12,,1.0,0.0,1195948.61,1195948.61,4.0,0.0,179463.6,44865.9,157.0,24.0,329017.05,2095.65,7237.0,1041.0,568466.35,78.55,17347.0,2520.0,17347.0,41.4,,,,,,,,
262,23/02/1999,1999-02-23,3,38,1,25,41,34,,10,44,,0.0,0.0,1172819.92,0.0,9.0,1.0,175908.6,19545.4,107.0,12.0,322498.0,3014.0,4976.0,802.0,557063.2,111.95,14672.0,2235.0,703522.4,47.95,,,,,,,,
263,02/03/1999,1999-03-02,23,31,39,40,12,13,,37,4,,0.0,0.0,2513549.12,0.0,11.0,4.0,201117.95,18283.45,187.0,21.0,368717.25,1971.75,8072.0,1163.0,636880.8,78.9,19386.0,2709.0,804519.0,41.5,,,,,,,,
264,09/03/1999,1999-03-09,37,43,24,17,36,21,,27,15,,1.0,0.0,5000000.0,5000000.0,9.0,2.0,252783.0,28087.0,172.0,26.0,463436.8,2694.4,9045.0,1498.0,800482.5,88.5,26527.0,4151.0,1010678.7,38.1,,,,,,,,
265,16/03/1999,1999-03-16,6,31,14,11,38,8,,27,24,,0.0,0.0,1180286.62,0.0,11.0,1.0,176972.95,16088.45,112.0,14.0,324452.8,2896.9,7027.0,972.0,560403.25,79.75,19250.0,2759.0,707437.5,36.75,,,,,,,,
266,23/03/1999,1999-03-23,29,34,15,2,20,19,,31,13,,0.0,0.0,2698104.64,0.0,8.0,1.0,227728.4,28466.05,214.0,41.0,417503.3,1950.95,10171.0,1419.0,721123.9,70.9,23950.0,3309.0,911297.5,38.05,,,,,,,,
267,30/03/1999,1999-03-30,43,27,45,28,30,13,,39,40,,1.0,0.0,5000000.0,5000000.0,15.0,2.0,295401.0,19693.4,267.0,41.0,541569.45,2028.35,12392.0,1906.0,935596.0,75.5,29088.0,4350.0,1180972.8,40.6,,,,,,,,
268,06/04/1999,1999-04-06,16,23,17,11,18,12,,30,37,,1.0,0.0,1163976.53,1163976.53,3.0,1.0,174619.35,58206.45,196.0,40.0,320136.6,1633.35,8012.0,1120.0,552828.0,69.0,17940.0,2559.0,698763.0,38.95,,,,,,,,
269,13/04/1999,1999-04-13,6,13,12,40,16,43,,30,11,,0.0,0.0,1172100.44,0.0,7.0,3.0,175785.75,25112.25,105.0,14.0,322271.25,3069.25,5771.0,866.0,556612.95,96.45,17001.0,2569.0,702991.35,41.35,,,,,,,,
270,20/04/1999,1999-04-20,41,37,17,38,9,11,,25,43,,1.0,0.0,3000000.0,3000000.0,11.0,3.0,210257.3,19114.3,117.0,21.0,385474.05,3294.65,7363.0,1163.0,665983.35,90.45,21203.0,3008.0,840698.95,39.65,,,,,,,,
271,27/04/1999,1999-04-27,21,25,38,4,12,7,,28,37,,1.0,1.0,1124956.13,1124956.13,8.0,1.0,168749.2,21093.65,172.0,37.0,309376.4,1798.7,7545.0,1045.0,534186.0,70.8,19101.0,2619.0,675220.35,35.35,,,,,,,,
272,04/05/1999,1999-05-04,23,34,30,18,27,9,,6,32,,2.0,0.0,1173143.76,586571.88,9.0,1.0,175987.8,19554.2,172.0,25.0,322646.2,1875.85,7964.0,1176.0,557480.0,70.0,17933.0,2594.0,703870.25,39.25,,,,,,,,
273,11/05/1999,1999-05-11,9,36,41,45,15,39,,14,2,,0.0,0.0,1192415.52,0.0,5.0,2.0,178815.75,35763.15,105.0,19.0,327831.0,3122.2,6154.0,1013.0,566168.0,92.0,14034.0,2368.0,715032.3,50.95,,,,,,,,
274,18/05/1999,1999-05-18,4,1,29,28,35,14,,21,31,,1.0,0.0,3000000.0,3000000.0,4.0,0.0,210720.8,52680.2,186.0,24.0,386322.0,2077.0,8834.0,1303.0,667408.7,75.55,25397.0,3602.0,843180.4,33.2,,,,,,,,
275,25/05/1999,1999-05-25,40,23,1,17,26,31,,28,20,,0.0,0.0,1178116.07,0.0,4.0,0.0,176697.4,44174.35,137.0,28.0,323943.35,2364.55,6441.0,945.0,559400.85,86.85,16611.0,2414.0,706798.05,42.55,,,,,,,,
276,01/06/1999,1999-06-01,9,24,13,4,40,22,,26,42,,0.0,0.0,2512977.83,0.0,15.0,2.0,200213.25,13347.55,215.0,25.0,367058.75,1707.25,9444.0,1322.0,634164.6,67.15,19039.0,2608.0,800589.95,42.05,,,,,,,,
277,08/06/1999,1999-06-08,30,1,29,15,20,4,,45,5,,1.0,0.0,5000000.0,5000000.0,27.0,2.0,267251.4,9898.2,256.0,24.0,489958.4,1913.9,11836.0,1387.0,846274.0,71.5,31962.0,4041.0,1069128.9,33.45,,,,,,,,
278,15/06/1999,1999-06-15,3,35,12,11,17,13,,18,39,,0.0,0.0,1143254.02,0.0,7.0,1.0,171553.2,24507.6,143.0,25.0,314514.2,2199.4,8202.0,1328.0,543382.5,66.25,18210.0,2782.0,686517.0,37.7,,,,,,,,
279,22/06/1999,1999-06-22,27,26,25,15,8,18,,36,31,,2.0,1.0,3000000.0,1500000.0,9.0,1.0,223789.05,24865.45,175.0,34.0,410278.75,2344.45,9956.0,1512.0,708867.2,71.2,22514.0,3514.0,894931.5,39.75,,,,,,,,
280,29/06/1999,1999-06-29,5,9,12,23,15,39,,19,2,,1.0,0.0,1228316.75,1228316.75,6.0,3.0,184168.2,30694.7,151.0,26.0,337643.55,2236.05,8520.0,1203.0,583194.0,68.45,23113.0,3053.0,736149.05,31.85,,,,,,,,
281,06/07/1999,1999-07-06,26,42,36,11,33,28,,43,29,,0.0,0.0,1185664.15,0.0,7.0,1.0,177838.85,25405.55,123.0,12.0,326036.1,2650.7,6904.0,960.0,563021.2,81.55,16979.0,2626.0,711420.1,41.9,,,,,,,,
282,13/07/1999,1999-07-13,35,1,6,19,12,26,,2,23,,1.0,0.0,3000000.0,3000000.0,15.0,2.0,218353.5,14556.9,200.0,31.0,400310.0,2001.55,9881.0,1349.0,691670.0,70.0,25501.0,3592.0,873409.25,34.25,,,,,,,,
283,20/07/1999,1999-07-20,41,45,11,18,14,16,,29,40,,0.0,0.0,1192910.76,0.0,6.0,0.0,178986.0,29831.0,106.0,19.0,328138.9,3095.65,5734.0,982.0,566805.9,98.85,15420.0,2355.0,716259.0,46.45,,,,,,,,
284,27/07/1999,1999-07-27,4,29,32,3,22,23,,40,21,,0.0,0.0,2585639.31,0.0,10.0,0.0,208904.5,20890.45,129.0,15.0,382994.55,2968.95,7623.0,1153.0,661676.4,86.8,18586.0,2769.0,835440.7,44.95,,,,,,,,
285,03/08/1999,1999-08-03,16,29,9,36,45,7,,41,38,,0.0,0.0,4312078.07,0.0,11.0,1.0,258986.2,23544.2,173.0,25.0,474807.15,2744.55,10004.0,1486.0,820328.0,82.0,22040.0,3377.0,1035880.0,47.0,,,,,,,,
286,10/08/1999,1999-08-10,27,18,9,5,32,24,,35,10,,2.0,0.0,10000000.0,5000000.0,27.0,3.0,529430.85,19608.55,476.0,45.0,970611.6,2039.1,22777.0,3001.0,1676387.2,73.6,53469.0,7470.0,2117372.4,39.6,,,,,,,,
287,17/08/1999,1999-08-17,18,35,27,28,25,30,,16,17,,1.0,1.0,1240256.44,1240256.44,10.0,0.0,186008.0,18600.8,154.0,23.0,341017.6,2214.4,8632.0,1271.0,589134.0,68.25,19469.0,2789.0,743715.8,38.2,,,,,,,,
288,24/08/1999,1999-08-24,20,6,22,35,25,10,,31,36,,1.0,0.0,1201941.78,1201941.78,11.0,4.0,180302.65,16391.15,181.0,26.0,330551.25,1826.25,8500.0,1102.0,570775.0,67.15,17554.0,2397.0,721469.4,41.1,,,,,,,,
289,31/08/1999,1999-08-31,35,39,26,7,38,15,,3,33,,1.0,1.0,1192501.73,1192501.73,4.0,0.0,178822.4,44705.6,123.0,22.0,327838.05,2665.35,6250.0,970.0,566250.0,90.6,16550.0,2447.0,714960.0,43.2,,,,,,,,
290,07/09/1999,1999-09-07,34,20,31,42,4,3,,16,25,,0.0,0.0,1234177.92,0.0,6.0,2.0,185166.9,30861.15,155.0,22.0,339473.25,2190.15,6380.0,934.0,586322.0,91.9,15357.0,2365.0,740975.25,48.25,,,,,,,,
291,14/09/1999,1999-09-14,19,42,36,15,32,23,,25,40,,1.0,0.0,3000000.0,3000000.0,9.0,3.0,208361.7,23151.3,156.0,31.0,381997.2,2448.7,7867.0,1211.0,659647.95,83.85,18955.0,2871.0,833072.25,43.95,,,,,,,,
292,21/09/1999,1999-09-21,36,13,20,17,42,3,,16,12,,2.0,0.0,1174536.0,587268.0,7.0,0.0,176193.85,25170.55,138.0,20.0,323023.5,2340.75,7056.0,1037.0,557776.8,79.05,16589.0,2617.0,705032.5,42.5,,,,,,,,
293,28/09/1999,1999-09-28,11,40,19,17,45,41,,28,5,,0.0,0.0,1136851.69,0.0,6.0,1.0,170452.8,28408.8,102.0,13.0,312497.4,3063.7,5996.0,888.0,539640.0,90.0,16440.0,2373.0,681438.0,41.45,,,,,,,,
294,05/10/1999,1999-10-05,4,21,39,22,28,40,,26,5,,0.0,0.0,2472164.26,0.0,10.0,5.0,200255.5,20025.55,149.0,26.0,367136.0,2464.0,7366.0,1119.0,634212.6,86.1,18470.0,2760.0,800674.5,43.35,,,,,,,,
295,12/10/1999,1999-10-12,29,27,1,12,11,41,,18,40,,1.0,0.0,10000000.0,10000000.0,14.0,2.0,476103.6,34007.4,413.0,63.0,872854.85,2113.45,19741.0,3200.0,1507225.35,76.35,48793.0,7782.0,1905366.65,39.05,,,,,,,,
296,19/10/1999,1999-10-19,27,29,3,32,26,34,,4,8,,0.0,0.0,1213142.64,0.0,3.0,1.0,181962.15,60654.05,109.0,17.0,333599.95,3060.55,6206.0,909.0,576227.1,92.85,16692.0,2382.0,727771.2,43.6,,,,,,,,
297,26/10/1999,1999-10-26,14,13,23,20,38,21,,45,2,,1.0,0.0,3000000.0,3000000.0,8.0,2.0,213753.2,26719.15,154.0,12.0,391883.8,2544.7,8333.0,1224.0,677056.25,81.25,19116.0,2861.0,855441.0,44.75,,,,,,,,
298,02/11/1999,1999-11-02,7,1,44,13,9,15,,19,12,,0.0,0.0,1104338.66,0.0,15.0,1.0,165695.25,11046.35,193.0,26.0,303772.35,1573.95,8329.0,1248.0,524727.0,63.0,21493.0,3174.0,663059.05,30.85,,,,,,,,
299,09/11/1999,1999-11-09,8,43,13,10,14,33,,4,27,,0.0,0.0,2469621.98,0.0,7.0,2.0,204863.4,29266.2,142.0,22.0,375582.9,2644.95,7352.0,1074.0,648814.0,88.25,21378.0,3033.0,819846.3,38.35,,,,,,,,
300,16/11/1999,1999-11-16,30,15,26,35,2,44,,19,1,,1.0,0.0,5000000.0,5000000.0,7.0,0.0,262347.75,37478.25,186.0,28.0,480968.1,2585.85,10171.0,1492.0,830970.7,81.7,25832.0,3710.0,1048779.2,40.6,,,,,,,,
301,23/11/1999,1999-11-23,34,21,37,5,7,24,,39,27,,1.0,1.0,1178329.79,1178329.79,9.0,1.0,176728.95,19636.55,161.0,32.0,324004.45,2012.45,7288.0,1187.0,559718.4,76.8,19879.0,2900.0,706698.45,35.55,,,,,,,,
302,30/11/1999,1999-11-30,34,19,27,24,7,21,,20,13,,0.0,0.0,1181918.08,0.0,17.0,2.0,177235.2,10425.6,183.0,26.0,324934.8,1775.6,9303.0,1363.0,561436.05,60.35,23574.0,3450.0,708398.7,30.05,,,,,,,,
303,07/12/1999,1999-12-07,41,45,26,34,4,8,,7,42,,0.0,0.0,2521754.72,0.0,7.0,2.0,200905.6,28700.8,105.0,14.0,368329.5,3507.9,6386.0,1092.0,636045.6,99.6,16529.0,2594.0,803309.4,48.6,,,,,,,,
304,14/12/1999,1999-12-14,34,45,39,15,28,9,,26,33,,1.0,0.0,5000000.0,5000000.0,10.0,2.0,254414.0,25441.4,210.0,37.0,466431.0,2221.1,9763.0,1342.0,805447.5,82.5,22896.0,3653.0,1017727.2,44.45,,,,,,,,
305,21/12/1999,1999-12-21,30,37,12,25,27,28,,43,15,,0.0,0.0,1170442.98,0.0,5.0,0.0,175551.0,35110.2,149.0,19.0,321840.0,2160.0,8270.0,1242.0,555744.0,67.2,18360.0,2526.0,702270.0,38.25,,,,,,,,
306,28/12/1999,1999-12-28,20,5,36,35,11,8,,14,32,,1.0,0.0,3000000.0,3000000.0,8.0,0.0,162042.0,20255.25,131.0,11.0,297075.25,2267.75,7118.0,1061.0,513207.8,72.1,15980.0,2318.0,647989.0,40.55,,,,,,,,
307,04/01/2000,2000-01-04,7,13,41,42,3,14,,38,34,,0.0,0.0,1086589.8,0.0,5.0,1.0,163029.5,32605.9,110.0,14.0,298886.5,2717.15,6122.0,935.0,516390.7,84.35,14841.0,2210.0,652261.95,43.95,,,,,,,,
308,11/01/2000,2000-01-11,20,5,17,33,27,35,,37,43,,0.0,0.0,2399490.65,0.0,11.0,2.0,196998.45,17908.95,147.0,20.0,361164.3,2456.9,8221.0,1186.0,623973.9,75.9,20264.0,3005.0,788269.6,38.9,,,,,,,,
309,18/01/2000,2000-01-18,36,39,40,27,35,18,,4,13,,2.0,0.0,5000000.0,2500000.0,10.0,1.0,246994.5,24699.45,184.0,33.0,452824.0,2461.0,9559.0,1427.0,781926.2,81.8,23824.0,3396.0,987504.8,41.45,,,,,,,,
310,25/01/2000,2000-01-25,41,27,8,29,7,10,,17,43,,0.0,0.0,1193296.19,0.0,11.0,1.0,178978.25,16270.75,106.0,24.0,328128.3,3095.55,7384.0,1136.0,566722.0,76.75,19321.0,2893.0,715843.05,37.05,,,,,,,,
311,01/02/2000,2000-02-01,2,42,25,10,15,45,,39,19,,0.0,0.0,2543926.99,0.0,11.0,0.0,202556.75,18414.25,138.0,26.0,371351.1,2690.95,7703.0,1180.0,641274.75,83.25,18995.0,2690.0,810136.75,42.65,,,,,,,,
312,08/02/2000,2000-02-08,42,19,39,30,45,5,,17,38,,0.0,0.0,4103314.77,0.0,7.0,2.0,233973.25,33424.75,192.0,35.0,428947.2,2234.1,8960.0,1383.0,740992.0,82.7,20577.0,3340.0,936253.5,45.5,,,,,,,,
313,15/02/2000,2000-02-15,32,37,7,1,33,22,,4,20,,2.0,0.0,10000000.0,5000000.0,15.0,4.0,392720.25,26181.35,254.0,32.0,719988.4,2834.6,14159.0,1842.0,1243868.15,87.85,35991.0,4897.0,1571007.15,43.65,,,,,,,,
314,22/02/2000,2000-02-22,39,36,42,33,13,45,,20,29,,3.0,0.0,1201270.77,400423.59,11.0,2.0,180249.85,16386.35,215.0,37.0,330455.0,1537.0,7086.0,1196.0,570777.3,80.55,18126.0,2877.0,721414.8,39.8,,,,,,,,
315,29/02/2000,2000-02-29,37,20,41,32,12,11,,42,38,,0.0,0.0,1149488.56,0.0,3.0,0.0,172357.65,57452.55,94.0,12.0,315990.4,3361.6,5371.0,826.0,545693.6,101.6,13632.0,2106.0,689097.6,50.55,,,,,,,,
316,07/03/2000,2000-03-07,38,29,45,19,5,15,,11,22,,0.0,0.0,2470137.07,0.0,14.0,2.0,198184.7,14156.05,215.0,19.0,363339.25,1689.95,9481.0,1283.0,627642.2,66.2,22960.0,3110.0,793268.0,34.55,,,,,,,,
317,14/03/2000,2000-03-14,32,41,35,38,29,44,,8,14,,10.0,2.0,5000000.0,500000.0,13.0,2.0,239158.4,18396.8,313.0,38.0,438450.4,1400.8,9122.0,1444.0,757126.0,83.0,20138.0,3199.0,956555.0,47.5,,,,,,,,
318,21/03/2000,2000-03-21,43,28,17,40,15,36,,39,37,,0.0,0.0,1162216.3,0.0,7.0,1.0,174299.65,24899.95,124.0,30.0,319548.0,2577.0,6123.0,968.0,551988.45,90.15,14988.0,2332.0,696942.0,46.5,,,,,,,,
319,28/03/2000,2000-03-28,2,5,19,36,16,27,,44,37,,1.0,0.0,3000000.0,3000000.0,6.0,1.0,208845.9,34807.65,199.0,29.0,382885.95,1924.05,9689.0,1373.0,661274.25,68.25,19699.0,3081.0,835237.6,42.4,,,,,,,,
320,04/04/2000,2000-04-04,43,5,36,15,19,2,,35,7,,1.0,0.0,1151681.26,1151681.26,3.0,1.0,172768.95,57589.65,157.0,23.0,316739.65,2017.45,7619.0,1174.0,547044.2,71.8,18632.0,2762.0,691247.2,37.1,,,,,,,,
321,11/04/2000,2000-04-11,31,37,11,39,17,43,,1,44,,2.0,1.0,1119695.94,559847.97,8.0,2.0,167997.2,20999.65,174.0,53.0,307997.4,1770.1,7117.0,1297.0,531995.75,74.75,14824.0,2308.0,672268.4,45.35,,,,,,,,
322,18/04/2000,2000-04-18,36,17,11,43,30,4,,8,6,,2.0,0.0,1117564.22,558782.11,10.0,6.0,167640.0,16764.0,168.0,30.0,307339.2,1829.4,7291.0,1086.0,530784.8,72.8,16725.0,2534.0,670672.5,40.1,,,,,,,,
323,25/04/2000,2000-04-25,16,25,37,8,39,24,,32,34,,1.0,0.0,1000000.0,1000000.0,10.0,2.0,117360.0,11736.0,104.0,7.0,215160.4,2068.85,4092.0,548.0,371553.6,90.8,10969.0,1658.0,469473.2,42.8,,,,,,,,
324,02/05/2000,2000-05-02,31,22,30,18,14,24,,16,43,,0.0,0.0,1141692.49,0.0,13.0,3.0,171299.7,13176.9,135.0,22.0,314050.5,2326.3,7012.0,1176.0,542378.2,77.35,15303.0,2429.0,685574.4,44.8,,,,,,,,
325,09/05/2000,2000-05-09,29,45,16,41,31,25,,33,1,,0.0,0.0,2477530.04,0.0,8.0,2.0,200349.2,25043.65,103.0,12.0,367308.3,3566.1,6577.0,1106.0,634351.65,96.45,17251.0,2767.0,801308.95,46.45,,,,,,,,
326,16/05/2000,2000-05-16,10,27,13,28,39,26,,43,44,,0.0,0.0,4063500.11,0.0,10.0,3.0,237915.5,23791.55,209.0,27.0,436183.0,2087.0,11011.0,1472.0,753152.4,68.4,23801.0,3563.0,952040.0,40.0,,,,,,,,
327,23/05/2000,2000-05-23,43,19,32,41,7,45,,26,18,,1.0,0.0,6126997.64,6126997.64,9.0,3.0,309398.85,34377.65,233.0,36.0,567226.85,2434.45,11450.0,1686.0,979547.5,85.55,27097.0,4062.0,1236978.05,45.65,,,,,,,,
328,30/05/2000,2000-05-30,35,39,45,36,9,34,,23,3,,1.0,0.0,1149066.75,1149066.75,4.0,1.0,172370.6,43092.65,87.0,19.0,316014.45,3632.35,7036.0,1186.0,545993.6,77.6,15527.0,2550.0,689398.8,44.4,,,,,,,,
329,06/06/2000,2000-06-06,39,41,6,42,43,27,,11,38,,0.0,0.0,1110286.14,0.0,5.0,1.0,166614.5,33322.9,121.0,23.0,305458.45,2524.45,6511.0,957.0,527716.55,81.05,15972.0,2479.0,666831.0,41.75,,,,,,,,
330,13/06/2000,2000-06-13,1,42,9,4,38,10,,22,20,,0.0,0.0,2333920.39,0.0,11.0,2.0,183570.75,16688.25,115.0,18.0,336547.5,2926.5,6488.0,1010.0,581324.8,89.6,18179.0,2756.0,734431.6,40.4,,,,,,,,
331,20/06/2000,2000-06-20,23,39,13,25,19,35,,34,43,,1.0,0.0,4000000.0,4000000.0,13.0,2.0,222385.8,17106.6,293.0,35.0,407709.5,1391.5,11119.0,1819.0,704388.65,63.35,22720.0,3654.0,889488.0,39.15,,,,,,,,
332,27/06/2000,2000-06-27,13,28,27,23,14,19,,31,17,,4.0,2.0,1120637.56,280159.39,14.0,1.0,168140.7,12010.05,192.0,30.0,308256.0,1605.5,9257.0,1321.0,532277.5,57.5,21781.0,3152.0,673032.9,30.9,,,,,,,,
333,04/07/2000,2000-07-04,38,10,20,40,41,21,,43,25,,2.0,0.0,1076521.6,538260.8,1.0,0.0,161507.7,161507.7,118.0,10.0,296097.4,2509.3,6128.0,882.0,511381.6,83.45,14065.0,2222.0,646286.75,45.95,,,,,,,,
334,11/07/2000,2000-07-11,14,4,16,18,32,35,,39,28,,0.0,0.0,1074220.48,0.0,8.0,0.0,161149.6,20143.7,132.0,8.0,295442.4,2238.2,6190.0,912.0,510365.5,82.45,16056.0,2495.0,644648.4,40.15,,,,,,,,
